"Supplementary Dataset S1. Proteins that were identified in total cell extract and included in further differential expression analysis. For each protein the fold change and p-values (unadjusted-adjusted for FDR) are provided, along with the expression trend at the mRNA level. Differentially expressed proteins (as defined by fold change >1.5, p<0.05)  are marked in blue.",,,,,,,,,,,,,,,,,,,,,,
Accession,UniprotID,Protein Name,Prediction of signal peptide (SignalIP),Transcriptomics: Ratio (T24M vs T24),Proteomics:,Avg. T24,SD. T24,Avg. T24M,SD. T24M,Fold Change        (Avg. T24M/ Avg. T24),p-value (unadjusted),p-value                    (FDR- BH adjusted),Area T24_T1 normalized,Area T24_T2 normalized,Area T24_T3 normalized,Area T24_T4 normalized,Area T24_T5 normalized,Area T24M_T6 normalized,Area T24M_T7 normalized,Area T24M_T8 normalized,Area T24M_T9 normalized,Area T24M_T10 normalized
P49589,SYCC_HUMAN,"Cysteine--tRNA ligase, cytoplasmic ",Not predicted,0.83,,297.54,84.04,257.14,42.77,0.86,0.251,0.367,235.10,270.54,248.12,442.94,291.02,246.99,330.81,231.44,252.57,223.90
P07237,PDIA1_HUMAN,Protein disulfide-isomerase ,Predicted,0.97,,"2,465.85",219.03,"2,130.39",156.93,0.86,0.028,0.082,"2,535.07","2,437.32","2,277.45","2,275.24","2,804.19","2,343.08","2,235.46","2,038.83","1,952.99","2,081.60"
P06744,G6PI_HUMAN,Glucose-6-phosphate isomerase ,Not predicted,0.48,,"1,405.75",175.68,"1,214.12",93.08,0.86,0.047,0.118,"1,626.84","1,504.61","1,242.20","1,213.92","1,441.17","1,371.05","1,228.37","1,161.22","1,151.08","1,158.86"
Q9Y6M1,IF2B2_HUMAN,Insulin-like growth factor 2 mRNA-binding protein 2 ,Not predicted,1.45,,213.51,25.42,184.35,11.74,0.86,0.047,0.118,256.72,204.22,214.86,197.63,194.09,198.69,170.62,178.63,179.45,194.39
Q06210,GFPT1_HUMAN,Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1 ,Not predicted,0.90,,150.27,17.39,129.55,9.74,0.86,0.076,0.155,136.29,149.88,148.34,137.47,179.37,121.52,139.47,140.07,127.17,119.55
Q99733,NP1L4_HUMAN,Nucleosome assembly protein 1-like 4 ,Not predicted,0.75,,448.97,60.91,387.01,42.29,0.86,0.076,0.155,524.76,429.40,501.18,387.32,402.18,335.35,401.78,367.83,380.94,449.16
Q9Y617,SERC_HUMAN,Phosphoserine aminotransferase ,Not predicted,1.23,,745.08,69.55,639.80,71.95,0.86,0.047,0.118,862.77,697.67,725.04,691.78,748.15,711.87,590.30,663.02,692.67,541.16
P50402,EMD_HUMAN,Emerin ,Not predicted,0.86,,420.47,44.93,360.44,36.25,0.86,0.047,0.118,491.93,412.45,403.64,369.47,424.84,373.55,386.48,325.91,318.11,398.14
P63167,DYL1_HUMAN,"Dynein light chain 1, cytoplasmic ",Not predicted,1.43,,278.68,256.40,238.75,219.16,0.86,0.332,0.458,516.33,442.98,0.00,434.11,0.00,360.33,0.00,414.79,0.00,418.63
O43852,CALU_HUMAN,Calumenin ,Predicted,0.50,,956.92,173.15,818.57,32.69,0.86,0.117,0.215,"1,201.00",982.38,999.15,732.77,869.30,792.55,798.48,867.03,796.85,837.93
O15144,ARPC2_HUMAN,Actin-related protein 2/3 complex subunit 2 ,Not predicted,0.75,,584.50,80.61,499.95,40.91,0.86,0.175,0.282,563.46,599.14,463.26,683.58,613.06,500.07,472.11,468.28,569.35,489.94
P22695,QCR2_HUMAN,"Cytochrome b-c1 complex subunit 2, mitochondrial ",Not predicted,0.75,,561.33,36.33,480.07,85.23,0.86,0.117,0.215,506.13,563.86,572.45,557.21,607.00,465.49,462.60,433.58,627.25,411.44
P26038,MOES_HUMAN,Moesin ,Not predicted,0.41,,"2,026.16",260.56,"1,730.99",88.19,0.85,0.076,0.155,"2,314.39","2,121.06","1,710.94","2,189.48","1,794.95","1,631.76","1,775.26","1,784.44","1,641.07","1,822.42"
P53597,SUCA_HUMAN,"Succinyl-CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial ",Not predicted,0.67,,449.78,95.17,384.19,25.94,0.85,0.117,0.215,282.89,479.94,475.13,523.09,487.84,402.92,365.69,360.00,419.90,372.42
O75347,TBCA_HUMAN,Tubulin-specific chaperone A ,Not predicted,1.07,,204.34,27.03,174.47,19.58,0.85,0.076,0.155,214.36,217.00,190.56,234.78,165.02,199.13,188.94,172.85,153.44,158.02
P35241,RADI_HUMAN,Radixin ,Not predicted,0.49,,"1,914.40",393.98,"1,632.35",162.85,0.85,0.347,0.458,"2,314.39","2,121.06","1,490.28","2,156.06","1,490.24","1,391.91","1,723.81","1,650.09","1,573.50","1,822.42"
P15311,EZRI_HUMAN,Ezrin ,Not predicted,0.66,,"1,915.25",392.84,"1,632.35",162.85,0.85,0.347,0.458,"2,314.39","2,121.06","1,490.28","2,156.06","1,494.48","1,391.91","1,723.81","1,650.09","1,573.50","1,822.42"
Q9UHL4,DPP2_HUMAN,Dipeptidyl peptidase 2 ,Predicted,1.42,,165.92,97.03,141.41,17.94,0.85,0.117,0.215,173.99,202.61,252.74,0.00,200.27,161.75,132.42,158.91,132.91,121.04
Q96K17,BT3L4_HUMAN,Transcription factor BTF3 homolog 4 ,Not predicted,1.23,,193.61,108.43,164.72,151.38,0.85,0.459,0.569,242.64,247.60,231.17,0.00,246.62,251.87,270.83,0.00,0.00,300.91
Q96FW1,OTUB1_HUMAN,Ubiquitin thioesterase OTUB1 ,Not predicted,0.82,,584.00,52.17,496.25,60.11,0.85,0.028,0.082,603.60,578.18,638.23,498.94,601.06,555.99,466.82,561.83,471.93,424.67
P60174,TPIS_HUMAN,Triosephosphate isomerase ,Not predicted,0.59,,"6,224.53",681.90,"5,280.26",613.31,0.85,0.047,0.118,"6,710.28","5,864.32","7,067.63","5,343.79","6,136.62","6,075.87","4,436.38","5,566.66","5,317.84","5,004.54"
Q15738,NSDHL_HUMAN,"Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating ",Not predicted,0.55,,154.97,19.40,130.95,18.57,0.85,0.047,0.118,167.67,154.26,171.23,122.40,159.26,138.86,118.47,152.88,106.02,138.55
P12956,XRCC6_HUMAN,X-ray repair cross-complementing protein 6 ,Not predicted,0.50,,"1,415.60",45.37,"1,194.30",14.70,0.84,0.009,0.039,"1,398.39","1,424.26","1,390.68","1,490.13","1,374.53","1,203.10","1,174.11","1,189.21","1,212.96","1,192.11"
P32969,RL9_HUMAN,60S ribosomal protein L9 ,Not predicted,1.55,,570.37,110.44,480.62,43.68,0.84,0.076,0.155,743.55,612.43,492.50,474.03,529.34,471.80,442.16,524.26,436.82,528.07
Q04446,GLGB_HUMAN,"1,4-alpha-glucan-branching enzyme ",Not predicted,0.71,,228.73,50.43,192.64,29.14,0.84,0.465,0.569,277.79,209.33,286.09,172.72,197.73,186.89,218.26,145.42,213.48,199.14
P13010,XRCC5_HUMAN,X-ray repair cross-complementing protein 5 ,Not predicted,0.55,,"1,425.30",313.34,"1,199.36",151.74,0.84,0.347,0.458,"1,416.13","1,130.65","1,789.07","1,102.31","1,688.33","1,320.55",965.50,"1,346.57","1,197.18","1,167.00"
P30086,PEBP1_HUMAN,Phosphatidylethanolamine-binding protein 1 ,Not predicted,1.13,,"1,731.84",208.78,"1,456.15",147.90,0.84,0.047,0.118,"1,999.44","1,766.82","1,680.79","1,422.66","1,789.50","1,700.37","1,389.06","1,380.16","1,326.62","1,484.53"
P48556,PSMD8_HUMAN,26S proteasome non-ATPase regulatory subunit 8 ,Not predicted,0.53,,214.98,18.16,180.66,26.52,0.84,0.028,0.082,232.77,191.58,225.69,199.65,225.23,177.12,219.81,169.18,189.17,148.05
Q8N1G4,LRC47_HUMAN,Leucine-rich repeat-containing protein 47 ,Not predicted,0.77,,128.05,29.36,107.37,15.11,0.84,0.347,0.458,147.05,99.33,161.13,95.22,137.51,101.37,114.73,129.43,101.22,90.10
P53990,IST1_HUMAN,IST1 homolog ,Not predicted,1.00,,151.84,24.33,127.18,71.67,0.84,0.917,0.919,133.63,162.59,125.41,186.79,150.78,144.46,158.50,165.32,167.64,0.00
Q15019,SEPT2_HUMAN,Septin-2 ,Not predicted,0.64,,651.04,82.62,544.91,56.73,0.84,0.076,0.155,620.13,708.12,691.23,519.69,716.04,607.59,567.46,547.58,453.17,548.76
P06733,ENOA_HUMAN,Alpha-enolase ,Not predicted,0.67,,"13,974.04","1,415.77","11,688.14","1,013.81",0.84,0.016,0.057,"16,456.88","13,526.86","12,869.76","13,507.66","13,509.05","12,986.00","10,169.49","12,022.74","11,599.23","11,663.23"
Q9Y696,CLIC4_HUMAN,Chloride intracellular channel protein 4 ,Not predicted,0.61,,"1,818.25",164.48,"1,520.23",164.50,0.84,0.047,0.118,"1,998.34","1,729.57","1,882.72","1,579.68","1,900.96","1,736.04","1,393.28","1,624.59","1,334.20","1,513.03"
P23246,SFPQ_HUMAN,"Splicing factor, proline- and glutamine-rich ",Not predicted,1.21,,"2,068.20","1,296.58","1,728.16",60.81,0.84,0.251,0.367,"1,681.17","1,506.07","4,365.30","1,585.98","1,202.49","1,768.42","1,737.20","1,676.84","1,801.45","1,656.87"
P21333,FLNA_HUMAN,Filamin-A ,Not predicted,0.32,,"3,644.02",698.52,"3,042.73",166.42,0.83,0.076,0.155,"4,711.95","3,345.20","3,870.52","2,850.36","3,442.08","3,105.99","3,036.75","3,279.66","2,835.09","2,956.18"
P26640,SYVC_HUMAN,Valine--tRNA ligase ,Not predicted,0.60,,112.48,73.39,93.77,55.40,0.83,0.675,0.767,169.67,125.70,181.28,85.76,0.00,135.02,88.59,129.37,0.00,115.89
Q04760,LGUL_HUMAN,Lactoylglutathione lyase ,Not predicted,0.79,,381.49,38.13,317.96,33.48,0.83,0.028,0.082,447.13,354.68,368.41,356.67,380.56,358.19,285.92,328.53,280.73,336.46
O00299,CLIC1_HUMAN,Chloride intracellular channel protein 1 ,Not predicted,0.73,,"1,443.45",108.43,"1,201.99",65.97,0.83,0.009,0.039,"1,593.57","1,480.50","1,419.01","1,430.22","1,293.96","1,220.11","1,098.70","1,281.89","1,202.23","1,207.03"
Q14192,FHL2_HUMAN,Four and a half LIM domains protein 2 ,Not predicted,0.69,,105.56,20.86,87.80,15.79,0.83,0.251,0.367,114.67,134.83,89.27,106.57,82.45,73.38,96.90,92.43,69.65,106.66
Q32P28,P3H1_HUMAN,Prolyl 3-hydroxylase 1 ,Predicted,0.81,,62.11,6.79,51.66,7.47,0.83,0.047,0.118,66.14,58.58,59.12,54.89,71.85,53.37,44.77,61.86,54.47,43.84
P16989,YBOX3_HUMAN,Y-box-binding protein 3 ,Not predicted,1.08,,494.27,51.76,409.40,230.98,0.83,0.917,0.919,562.68,444.95,492.95,526.87,443.86,561.48,475.63,500.87,0.00,509.00
P61163,ACTZ_HUMAN,Alpha-centractin ,Not predicted,0.53,,357.60,66.66,295.91,25.61,0.83,0.076,0.155,463.10,342.63,356.99,278.16,347.12,299.02,282.32,331.64,262.86,303.69
P04075,ALDOA_HUMAN,Fructose-bisphosphate aldolase A ,Not predicted,0.94,,"4,594.69",373.97,"3,800.30",232.93,0.83,0.009,0.039,"5,104.52","4,851.26","4,448.91","4,384.00","4,184.78","4,062.11","3,444.10","3,817.67","3,743.07","3,934.56"
P00441,SODC_HUMAN,Superoxide dismutase [Cu-Zn] ,Not predicted,1.12,,796.06,180.77,657.61,86.56,0.83,0.175,0.282,918.55,739.89,"1,008.29",536.96,776.62,766.76,598.33,726.46,561.15,635.34
Q9BR76,COR1B_HUMAN,Coronin-1B ,Not predicted,0.65,,446.46,51.89,368.71,9.59,0.83,0.009,0.039,529.75,460.22,413.50,430.27,398.55,376.41,361.32,379.90,368.56,357.36
P31939,PUR9_HUMAN,Bifunctional purine biosynthesis protein PURH ,Not predicted,0.76,,369.29,25.69,304.43,40.95,0.82,0.028,0.082,397.45,389.30,356.85,333.34,369.53,357.14,307.62,321.56,289.82,246.02
Q9ULV4,COR1C_HUMAN,Coronin-1C ,Not predicted,0.58,,435.11,38.83,358.56,23.92,0.82,0.016,0.057,492.71,444.88,433.61,417.15,387.22,366.69,346.45,396.13,334.72,348.81
P37837,TALDO_HUMAN,Transaldolase ,Not predicted,0.65,,"2,098.16",115.70,"1,725.30",120.80,0.82,0.009,0.039,"2,294.43","2,102.80","2,014.75","2,063.36","2,015.45","1,796.42","1,892.24","1,696.12","1,658.11","1,583.59"
Q9NR28,DBLOH_HUMAN,"Diablo homolog, mitochondrial ",Not predicted,1.14,,171.66,107.23,140.75,128.72,0.82,0.597,0.690,154.14,245.70,274.57,183.89,0.00,0.00,240.04,0.00,241.96,221.73
Q13162,PRDX4_HUMAN,Peroxiredoxin-4 ,Predicted,0.63,,442.75,44.45,362.68,203.58,0.82,0.917,0.919,401.88,471.10,421.00,506.63,413.15,483.49,433.91,0.00,450.96,445.02
Q9Y4W6,AFG32_HUMAN,AFG3-like protein 2 ,Not predicted,0.60,,86.80,25.40,70.97,28.43,0.82,0.347,0.458,51.39,101.52,77.89,118.81,84.39,56.53,62.57,47.97,120.10,67.67
P15170,ERF3A_HUMAN,Eukaryotic peptide chain release factor GTP-binding subunit ERF3A ,Not predicted,0.76,,291.32,40.96,238.04,34.19,0.82,0.076,0.155,343.44,303.26,265.12,307.36,237.41,211.37,240.81,198.60,283.76,255.65
P02545,LMNA_HUMAN,Prelamin-A/C ,Not predicted,0.58,,"2,920.44",269.88,"2,386.01",108.67,0.82,0.009,0.039,"3,295.81","2,896.73","2,799.18","3,038.28","2,572.17","2,390.28","2,384.86","2,300.68","2,562.31","2,291.94"
Q16658,FSCN1_HUMAN,Fascin ,Not predicted,0.53,,"1,043.88",70.58,852.37,30.51,0.82,0.009,0.039,"1,110.06","1,020.36",962.61,"1,125.01","1,001.37",863.36,818.92,895.02,857.47,827.08
P23284,PPIB_HUMAN,Peptidyl-prolyl cis-trans isomerase B ,Not predicted,1.24,,"3,715.78",128.74,"3,031.77",245.58,0.82,0.009,0.039,"3,840.31","3,509.53","3,687.78","3,797.53","3,743.76","3,147.71","2,928.22","3,037.09","3,352.22","2,693.60"
Q15691,MARE1_HUMAN,Microtubule-associated protein RP/EB family member 1 ,Not predicted,0.81,,660.18,25.15,537.80,34.01,0.81,0.009,0.039,695.31,635.15,668.39,636.29,665.76,550.51,541.74,574.58,539.99,482.20
O14880,MGST3_HUMAN,Microsomal glutathione S-transferase 3 ,Not predicted,0.64,,403.41,161.73,328.31,44.57,0.81,0.347,0.458,626.34,427.57,446.86,186.53,329.73,372.35,362.17,314.35,260.15,332.53
P49327,FAS_HUMAN,Fatty acid synthase ,Not predicted,0.36,,239.11,109.58,194.29,50.89,0.81,0.754,0.804,228.11,135.05,165.98,416.96,249.46,200.94,151.10,279.51,169.66,170.23
Q16181,SEPT7_HUMAN,Septin-7 ,Not predicted,0.90,,577.20,47.14,468.76,36.85,0.81,0.009,0.039,595.40,574.09,644.63,518.68,553.20,504.90,426.51,509.52,445.15,457.71
Q01082,SPTB2_HUMAN,"Spectrin beta chain, non-erythrocytic 1 ",Not predicted,0.41,,291.64,17.81,236.75,15.00,0.81,0.009,0.039,283.12,289.82,321.49,274.44,289.32,251.05,240.18,249.85,225.61,217.05
P63000,RAC1_HUMAN,Ras-related C3 botulinum toxin substrate 1 ,Not predicted,0.91,,"1,077.92",167.75,870.71,98.23,0.81,0.047,0.118,891.16,"1,164.24","1,022.00","1,321.76",990.46,754.68,877.41,861.43,"1,024.80",835.22
P09429,HMGB1_HUMAN,High mobility group protein B1 ,Not predicted,0.86,,"2,686.85",287.87,"2,164.81",161.04,0.81,0.009,0.039,"3,128.36","2,590.70","2,737.05","2,641.62","2,336.52","2,304.66","2,167.80","1,896.40","2,181.56","2,273.62"
O94905,ERLN2_HUMAN,Erlin-2 ,Predicted,0.95,,175.11,16.89,140.86,29.33,0.80,0.076,0.155,194.84,181.14,161.09,154.25,184.22,136.94,176.47,164.20,106.27,120.43
P52565,GDIR1_HUMAN,Rho GDP-dissociation inhibitor 1 ,Not predicted,0.60,,859.39,183.01,691.07,120.16,0.80,0.076,0.155,690.21,964.85,914.63,650.16,"1,077.09",847.99,636.39,635.66,553.69,781.62
P47897,SYQ_HUMAN,Glutamine--tRNA ligase ,Not predicted,0.56,,203.79,30.01,163.36,49.98,0.80,0.076,0.155,254.62,185.15,207.73,184.52,186.95,157.96,181.05,83.90,220.18,173.69
P45974,UBP5_HUMAN,Ubiquitin carboxyl-terminal hydrolase 5 ,Not predicted,0.42,,238.93,18.06,191.51,34.60,0.80,0.028,0.082,249.63,234.31,263.75,229.67,217.30,233.98,153.14,159.16,199.78,211.49
P49411,EFTU_HUMAN,"Elongation factor Tu, mitochondrial ",Not predicted,0.78,,"1,221.16",223.78,976.80,111.87,0.80,0.076,0.155,"1,571.39","1,133.57","1,302.97","1,093.48","1,004.40",778.83,"1,014.13","1,011.95","1,026.06","1,053.02"
Q96CS3,FAF2_HUMAN,FAS-associated factor 2 ,Not predicted,0.87,,291.33,45.33,233.03,29.22,0.80,0.047,0.118,334.24,302.46,295.73,214.53,309.68,237.33,276.40,239.34,209.13,202.94
Q9UBV8,PEF1_HUMAN,Peflin ,Not predicted,0.89,,163.90,20.61,130.53,74.83,0.80,0.465,0.569,197.50,168.72,149.48,146.87,156.90,144.35,155.54,163.33,0.00,189.43
O60814,H2B1K_HUMAN,Histone H2B type 1-K ,Not predicted,2.21,,"28,316.29","1,746.34","22,536.90","12,771.17",0.80,0.602,0.690,"26,747.97","28,981.96","26,164.40","29,827.85","29,859.25",0.00,"29,817.83","24,729.64","29,891.53","28,245.50"
O43491,E41L2_HUMAN,Band 4.1-like protein 2 ,Not predicted,0.45,,206.56,30.48,164.18,15.43,0.79,0.028,0.082,251.29,209.18,185.94,214.72,171.68,149.56,189.72,156.05,159.88,165.69
Q13057,COASY_HUMAN,Bifunctional coenzyme A synthase ,Predicted,0.97,,114.44,32.86,90.80,115.29,0.79,0.175,0.282,57.06,130.67,128.10,118.24,138.12,34.50,288.73,40.09,90.67,0.00
O15143,ARC1B_HUMAN,Actin-related protein 2/3 complex subunit 1B ,Not predicted,0.84,,551.47,63.30,436.86,23.84,0.79,0.047,0.118,442.69,549.62,596.66,581.93,586.46,416.97,443.57,442.72,470.28,410.76
Q9NX63,MIC19_HUMAN,"Coiled-coil-helix-coiled-coil-helix domain-containing protein 3, mitochondrial ",Not predicted,0.70,,240.35,29.84,190.23,28.62,0.79,0.028,0.082,230.88,257.46,203.17,281.19,229.05,173.27,213.12,148.59,201.23,214.95
P30101,PDIA3_HUMAN,Protein disulfide-isomerase A3 ,Predicted,0.86,,"3,671.81",295.13,"2,903.02",153.68,0.79,0.009,0.039,"3,790.41","3,475.94","4,072.00","3,714.92","3,305.78","2,762.96","2,735.12","3,101.16","2,984.10","2,931.75"
Q7Z6Z7,HUWE1_HUMAN,E3 ubiquitin-protein ligase HUWE1 ,Not predicted,0.45,,98.92,33.76,78.20,31.63,0.79,0.602,0.690,73.65,76.76,156.47,99.64,88.08,114.82,89.01,49.04,41.45,96.68
Q16698,DECR_HUMAN,"2,4-dienoyl-CoA reductase, mitochondrial ",Not predicted,0.75,,218.94,70.75,173.04,65.14,0.79,0.347,0.458,116.22,179.75,259.18,293.74,245.83,148.74,137.64,156.24,288.50,134.07
Q14166,TTL12_HUMAN,Tubulin--tyrosine ligase-like protein 12 ,Not predicted,0.38,,140.47,19.75,110.94,25.94,0.79,0.047,0.118,153.26,116.06,124.17,145.92,162.96,101.04,122.20,114.63,143.33,73.48
Q8TAT6,NPL4_HUMAN,Nuclear protein localization protein 4 homolog ,Not predicted,1.47,,58.18,62.93,45.93,42.15,0.79,0.746,0.804,0.00,45.34,106.04,0.00,139.51,83.15,0.00,75.07,0.00,71.44
Q12797,ASPH_HUMAN,Aspartyl/asparaginyl beta-hydroxylase ,Not predicted,0.80,,283.56,67.79,223.75,53.48,0.79,0.175,0.282,382.81,237.16,304.59,206.59,286.66,233.81,171.39,310.05,211.27,192.22
O95292,VAPB_HUMAN,Vesicle-associated membrane protein-associated protein B/C ,Not predicted,0.57,,179.22,26.14,141.25,96.52,0.79,0.465,0.569,194.84,185.96,172.78,137.54,205.00,191.83,250.82,167.68,0.00,95.94
P08240,SRPR_HUMAN,Signal recognition particle receptor subunit alpha ,Not predicted,0.91,,108.04,21.25,85.12,50.24,0.79,0.602,0.690,91.49,122.27,82.14,133.56,110.74,87.65,119.67,93.36,0.00,124.91
Q16891,MIC60_HUMAN,Mitochondrial inner membrane protein ,Not predicted,0.47,,630.00,25.35,495.99,39.69,0.79,0.009,0.039,647.52,596.37,609.00,649.53,647.59,519.71,500.58,463.49,546.31,449.84
P17301,ITA2_HUMAN,Integrin alpha-2 ,Predicted,0.91,,182.80,45.78,143.85,39.50,0.79,0.251,0.367,181.76,152.58,252.10,194.98,132.61,127.45,157.02,86.89,193.22,154.70
O43837,IDH3B_HUMAN,"Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial ",Not predicted,0.85,,109.45,47.58,86.12,62.27,0.79,0.602,0.690,50.75,105.25,144.46,78.83,167.98,152.80,135.38,0.00,51.49,90.92
Q8NHP8,PLBL2_HUMAN,Putative phospholipase B-like 2 ,Not predicted,0.40,,86.51,29.32,68.02,39.47,0.79,0.347,0.458,99.53,117.23,86.85,38.44,90.50,80.79,0.00,69.66,95.66,93.97
O60488,ACSL4_HUMAN,Long-chain-fatty-acid--CoA ligase 4 ,Not predicted,1.03,,728.04,596.65,572.16,592.53,0.79,0.175,0.282,382.59,"1,275.26","1,473.83",248.78,259.76,"1,168.52",195.57,"1,257.01",0.00,239.71
Q9BQ69,MACD1_HUMAN,O-acetyl-ADP-ribose deacetylase MACROD1 ,Not predicted,0.91,,249.22,30.70,195.37,13.11,0.78,0.016,0.057,279.01,259.95,273.61,211.07,222.45,193.64,212.06,179.44,187.15,204.56
P19022,CADH2_HUMAN,Cadherin-2 ,Predicted,0.48,,190.90,27.98,149.62,92.21,0.78,0.347,0.458,225.78,215.83,164.70,169.44,178.77,163.51,238.77,207.55,0.00,138.28
P61158,ARP3_HUMAN,Actin-related protein 3 ,Not predicted,0.88,,853.72,129.82,669.06,45.60,0.78,0.016,0.057,"1,056.72",791.74,854.33,704.39,861.43,624.05,670.64,689.15,733.71,627.74
P07384,CAN1_HUMAN,Calpain-1 catalytic subunit ,Not predicted,0.44,,482.11,54.79,377.15,29.28,0.78,0.009,0.039,559.80,498.71,492.95,434.74,424.35,398.20,341.87,399.00,348.48,398.21
P12109,CO6A1_HUMAN,Collagen alpha-1(VI) chain ,Predicted,1.67,,177.28,33.55,137.91,10.40,0.78,0.076,0.155,148.71,194.65,212.39,195.87,134.79,138.70,127.63,152.45,128.24,142.55
P51148,RAB5C_HUMAN,Ras-related protein Rab-5C ,Not predicted,0.81,,424.51,17.54,329.86,44.45,0.78,0.009,0.039,426.28,442.25,424.01,434.11,395.88,294.13,363.16,280.14,384.98,326.90
Q16555,DPYL2_HUMAN,Dihydropyrimidinase-related protein 2 ,Not predicted,1.51,,697.45,70.11,539.71,62.87,0.77,0.016,0.057,715.50,718.63,789.00,600.78,663.34,535.63,647.87,489.43,505.01,520.60
P13861,KAP2_HUMAN,cAMP-dependent protein kinase type II-alpha regulatory subunit ,Not predicted,0.45,,103.19,29.07,79.84,7.44,0.77,0.117,0.215,75.41,148.49,110.29,100.96,80.81,76.68,74.84,91.37,73.24,83.05
Q9NVA2,SEP11_HUMAN,Septin-11 ,Not predicted,0.39,,440.34,36.90,340.08,46.90,0.77,0.016,0.057,388.69,440.13,492.95,437.83,442.10,378.66,286.34,350.30,388.96,296.16
Q9Y3D6,FIS1_HUMAN,Mitochondrial fission 1 protein ,Not predicted,0.68,,99.17,56.51,76.55,43.22,0.77,0.094,0.190,0.00,111.24,132.08,115.34,137.21,106.15,92.67,92.67,0.00,91.26
P04083,ANXA1_HUMAN,Annexin A1 ,Not predicted,1.15,,"1,800.38",182.58,"1,389.04",135.03,0.77,0.009,0.039,"2,118.10","1,682.09","1,697.69","1,712.11","1,791.92","1,468.20","1,320.69","1,569.86","1,219.28","1,367.16"
Q01518,CAP1_HUMAN,Adenylyl cyclase-associated protein 1 ,Not predicted,0.50,,"1,400.43",152.24,"1,079.10",39.02,0.77,0.009,0.039,"1,666.76","1,283.30","1,330.83","1,355.81","1,365.44","1,109.24","1,055.01","1,128.26","1,069.63","1,033.34"
Q99829,CPNE1_HUMAN,Copine-1 ,Not predicted,0.88,,660.68,86.53,508.07,54.23,0.77,0.009,0.039,809.76,616.74,661.08,597.31,618.51,564.23,479.02,561.02,438.40,497.67
Q9NVD7,PARVA_HUMAN,Alpha-parvin ,Not predicted,0.40,,197.06,11.72,151.19,16.59,0.77,0.009,0.039,200.17,196.26,195.54,180.29,213.06,167.02,138.84,171.48,140.74,137.87
P13798,ACPH_HUMAN,Acylamino-acid-releasing enzyme ,Not predicted,0.45,,188.45,28.84,144.36,15.50,0.77,0.028,0.082,223.45,213.57,165.11,158.91,181.19,167.79,134.11,135.47,152.68,131.76
P35237,SPB6_HUMAN,Serpin B6 ,Not predicted,0.78,,264.75,28.20,202.19,19.32,0.76,0.009,0.039,310.95,269.73,256.57,247.14,239.35,190.34,235.95,200.03,194.86,189.77
P37235,HPCL1_HUMAN,Hippocalcin-like protein 1 ,Not predicted,0.47,,403.20,22.56,307.82,12.46,0.76,0.009,0.039,404.88,422.82,368.28,422.95,397.09,287.77,316.71,309.43,319.37,305.80
Q9Y2Q3,GSTK1_HUMAN,Glutathione S-transferase kappa 1 ,Not predicted,0.70,,445.76,34.58,338.98,15.92,0.76,0.009,0.039,485.39,443.27,417.43,475.73,406.97,340.57,362.94,323.11,342.48,325.81
P53396,ACLY_HUMAN,ATP-citrate synthase ,Not predicted,0.41,,263.65,14.55,200.12,18.16,0.76,0.009,0.039,264.04,243.07,263.93,284.22,262.97,202.75,226.22,204.44,177.87,189.30
Q9Y237,PIN4_HUMAN,Peptidyl-prolyl cis-trans isomerase NIMA-interacting 4 ,Not predicted,1.33,,203.38,41.38,154.35,44.41,0.76,0.175,0.282,268.59,168.87,196.08,214.91,168.47,199.78,121.64,200.77,145.42,104.15
P48059,LIMS1_HUMAN,LIM and senescent cell antigen-like-containing domain protein 1 ,Not predicted,0.31,,187.44,17.20,141.79,20.12,0.76,0.016,0.057,164.90,192.17,181.51,186.35,212.27,129.31,147.01,121.72,137.27,173.63
P10768,ESTD_HUMAN,S-formylglutathione hydrolase ,Not predicted,0.63,,331.94,31.72,250.78,24.48,0.76,0.009,0.039,369.17,298.29,354.25,337.31,300.65,288.48,249.76,223.29,255.60,236.79
P21964,COMT_HUMAN,Catechol O-methyltransferase ,Not predicted,0.86,,544.16,39.74,411.06,26.22,0.76,0.009,0.039,586.30,537.50,581.13,492.00,523.88,396.61,374.01,439.92,416.11,428.67
Q9Y570,PPME1_HUMAN,Protein phosphatase methylesterase 1 ,Not predicted,0.43,,157.50,25.84,118.95,37.03,0.76,0.076,0.155,194.51,172.59,133.77,150.65,136.00,92.54,98.95,179.69,94.52,129.05
Q15293,RCN1_HUMAN,Reticulocalbin-1 ,Predicted,0.90,,"1,777.43",154.10,"1,340.30",76.68,0.75,0.009,0.039,"1,929.58","1,649.96","1,888.20","1,579.05","1,840.38","1,470.94","1,345.36","1,291.84","1,308.31","1,285.06"
P28070,PSB4_HUMAN,Proteasome subunit beta type-4 ,Not predicted,1.18,,362.69,115.80,272.77,75.72,0.75,0.251,0.367,477.85,193.48,433.06,296.83,412.24,315.70,302.62,255.07,149.39,341.08
